label,l_eb_l,r_eb_l,u_ll_l,u_rl_l,l_l,l_h
disgust,130.463943098841,117.65398712715043,83.8237490281596,82.91143164511786,78.54934754662193,68.87670143089025
disgust,124.23276834267674,103.11979750864043,91.25648232646165,88.04116956284787,73.79024325749306,57.4543296888929
disgust,110.5152655843086,102.4910866283112,86.71671698625227,81.97504952074021,62.93647591023825,37.53664875824692
disgust,99.19034425558272,89.40456269174754,80.83207355836598,72.48547039968209,54.405882034941776,36.359317925395686
disgust,75.32507536192965,81.94386432350584,64.21756196015497,52.45091298948787,52.80151512977634,35.4682957019364
disgust,71.33832159651683,67.82069542255404,69.2003720161918,71.24837210856137,56.79788728465171,42.01190307520001
disgust,86.37362188082191,83.86226516830637,56.83986786590299,48.48537154644487,42.720018726587654,26.90724809414742
disgust,76.43900277412237,71.10736919266111,63.52843802923483,69.40906186338735,40.26164427839479,22.67156809750927
disgust,95.7124006664259,85.72844531245221,71.27077939951565,75.63040460179843,48.373546489791295,37.44329045369811
disgust,84.15763806454332,76.96979791387642,68.96190550390071,57.38608199952613,55.362442142665635,37.53664875824692
disgust,66.41235860692738,55.5114872027862,62.282775150446554,63.37708681066658,43.41658669218482,33.015148038438355
disgust,80.31232598997492,80.53613972501556,63.99064982331318,57.58721533708278,50.15974481593781,34.20526275297414
disgust,71.10985533497526,65.97502312747058,67.28185888419657,70.42123464644419,42.37924020083418,30.0
disgust,120.07854285582835,102.85682338525766,78.4112740303878,70.03301929408298,55.94640292279746,37.8021163428716
disgust,106.35065486265674,101.46848692690932,81.31628674137164,60.66129740754373,63.56099432828282,41.23105625617661
disgust,93.47569563922468,91.28341155146212,71.80186911806538,69.46190986447017,54.817880294662984,36.40054944640259
disgust,86.43013395760164,76.3868771190248,89.2802670478066,75.64137859206504,54.78138369920935,33.60059523282288
disgust,126.86103001273779,116.73369819691099,79.66542838883291,78.56898262261704,67.67569726275453,47.20169488482379
disgust,125.70602717740363,100.99805645842025,74.67590071146279,78.26237921249265,51.62363799656123,36.05551275463989
disgust,103.64557571150932,93.75801488907064,92.58964821901534,91.12100153631341,65.7875368135941,44.82186966202994
disgust,93.4485035556323,86.58207443421912,78.51513270429999,72.53246456512778,60.74537019394976,39.6232255123179
disgust,121.9409652514372,100.67540844007578,94.41939718173555,87.50827880312514,65.30696746902278,48.010415536631214
disgust,93.55958966547118,101.56673420775402,74.2944691807002,61.20549505051625,54.70831746635972,37.53664875824692
disgust,108.35863782087016,99.01785898485367,70.36142508579599,67.58017294953872,55.71355310873648,38.2099463490856
disgust,125.26366114837526,102.24352323961054,82.32234072077591,70.88193657113521,65.7875368135941,47.43416490252569
disgust,113.53633620679787,121.60894291178442,74.71260987242782,63.912848085864105,50.32891812864648,37.8021163428716
disgust,90.21864559428731,79.799914162529,68.99868658906743,65.50584228368629,54.78138369920935,39.408120990476064
disgust,141.88885150400074,119.19402089445873,75.29962307113983,80.09278204498798,71.11258679024411,50.47771785649585
disgust,111.31012731915563,98.84527362008637,83.20248437620924,90.79148015615458,71.30918594402827,41.72529209005013
disgust,106.77566073907884,93.55399093568712,78.9745947222309,82.95309061734092,53.665631459994955,34.655446902326915
disgust,110.62094649226471,100.3655056791248,82.24064904751475,74.33047279832195,59.413803110051795,36.40054944640259
disgust,99.25851985786565,105.06093448384456,83.08559683696487,75.21703201432983,73.824115301167,53.600373133029585
disgust,100.68236100617048,88.68547676883871,83.96242187729902,71.1038125142352,62.93647591023825,44.94441010848846
disgust,113.37891841866784,96.05448450594604,78.8773527599339,90.05021758934045,50.0,25.553864678361276
disgust,128.98338460104105,111.55478633608985,86.82652876150794,74.10569143218403,74.33034373659252,52.69724850502159
disgust,136.7253175610536,115.82414273257692,72.22134217794131,89.16612096860638,68.0294054067798,47.43416490252569
disgust,112.29199793548115,106.8092228678762,61.11815473167558,74.85527848502127,50.15974481593781,31.240998703626616
disgust,135.69043484580195,112.96415567895994,82.377316020524,98.19517255643204,64.8459713474939,45.27692569068709
disgust,109.78422842593884,94.78228790224577,81.07988201560897,75.85504729788455,64.07807737440318,48.02082881417188
disgust,94.13862525696169,108.84977810396867,77.30388255816123,73.5788690868569,55.65968020030299,36.87817782917155
disgust,99.11303604076897,93.59495446096915,81.17598542350476,70.76461556381926,57.723478758647246,34.713109915419565
disgust,91.17914238614193,88.84725472058031,65.09782203473138,67.30786587698721,53.225933528685054,36.87817782917155
disgust,94.20932210920195,82.38542479491312,71.71187434911599,64.16500962524587,54.120236510939236,33.015148038438355
disgust,110.32585986957253,103.33054609305987,78.57898790732057,75.74322732253009,62.6418390534633,46.32493928760188
disgust,135.80098214939852,114.58860917220807,75.4138126514911,71.45496668185419,54.230987451824994,44.77722635447622
disgust,119.2089820692149,93.30461190377991,80.12826765748198,86.21592037800802,69.31810730249349,53.665631459994955
disgust,132.21748502517417,119.32012691938507,87.8039161642935,103.00548688365603,81.83520025025906,63.28506932918696
disgust,143.18562026595288,121.12106781657735,82.89030662641497,91.14201946371085,74.0,48.82622246293481
disgust,129.3302495414001,98.92652170872776,92.20508330761669,92.11503818504468,74.84650960465692,52.009614495783374
disgust,120.95479614393912,93.75440751250042,84.47512173065152,93.03355736094144,59.135437767890075,36.069377593742864
disgust,113.26528762725661,98.92533473146725,80.81345164209665,79.89726033336743,50.695167422546305,29.0
disgust,168.8584755093543,130.02340967061505,80.89301882656399,75.53252285859257,57.245087125446844,35.38361202590826
disgust,130.9524332055776,103.07518408069421,87.27319800548185,88.089126136124,70.9365914038728,49.4064773081425
fear,151.59742460411348,133.27260165400816,99.53044429918876,94.83158402055972,90.47651629014017,58.60034129593445
fear,172.55674275242478,123.84080934796108,107.34989351193406,101.18341769119198,80.95677859203639,51.40038910358559
fear,128.25744462647697,105.9845249843029,80.31033301459226,80.04131286443032,60.40695324215582,40.70626487409524
fear,93.20794920575904,91.58273350763855,67.32972919263065,58.80989002863286,59.033888572581766,40.0
fear,84.85246628132012,68.64141590694871,70.61538702656176,81.45055954615938,63.071388124885914,43.01162633521314
fear,73.04455544626933,73.30048079787488,63.189085405843265,54.157613267351095,56.08029957123981,42.20189569201838
fear,99.31201094868322,86.26291069778941,78.47752749853692,73.05771154485473,63.694583757176716,45.221676218380054
fear,91.64397240568871,78.98439926325759,77.1663023971627,79.68319589571988,61.71709649683789,46.647615158762406
fear,88.7836211620156,67.42611927623335,74.99168719614843,61.623242272104136,61.26989472816156,40.607881008493905
fear,103.94593356613488,89.14677742641231,72.6349255290812,77.43416490252568,66.21933252457322,40.22437072223753
fear,142.87406149309527,118.76960861691163,71.18668716145072,80.30331828455705,56.92099788303083,36.235341863986875
fear,113.41346876981096,96.87315222990298,96.56067107467865,106.84057447444896,86.37708029332781,56.61271941887264
fear,95.47831339974297,81.52101904803902,78.02353409454672,80.56456556291766,73.05477397131553,47.80167361086848
fear,109.66304547645606,84.26919589300215,90.30022548534967,84.14086353683695,78.43468620451031,51.73973328110612
fear,137.42961594706372,126.33168873344285,79.5978792057102,82.94749697063935,58.309518948453004,39.698866482558415
fear,160.47623179371507,122.57491552812161,95.05478564046624,99.90768680481358,81.04319835741924,55.94640292279746
fear,137.65999278170614,103.23515500364186,78.155315846459,91.23534186398687,57.77542730261716,37.73592452822641
fear,105.6269344612978,86.37658196781808,78.31373768237754,78.83646178829912,64.25729530566937,44.40720662234904
fear,136.53453657342456,98.31867809008364,82.7561478659173,100.00146234621491,70.51950084905593,43.04648650006177
fear,160.60627899598163,135.4286900947397,81.96526157944953,77.81539861532224,78.89233169326408,59.941638282582836
fear,103.4191087106841,90.30549035554759,93.29588770309661,80.23709872451428,77.47257579298626,47.4236228055175
fear,125.81832778773855,102.69394770709796,73.56135149625926,74.76824962376837,53.225933528685054,38.27531841800928
fear,139.15367283660075,110.68228475220562,99.30570493533196,92.4132672805562,86.00581375697809,63.60031446463138
fear,160.22074378786328,126.22924684015734,82.04717904363798,93.44017969625418,69.31810730249349,50.11985634456667
fear,152.13195125335642,115.47396870113286,107.83003526268217,98.85155280774862,84.52810183601665,65.86349520030045
fear,130.1806792717057,110.34633227722274,79.41913924763934,77.17476683572097,51.62363799656123,37.44329045369811
fear,126.88419299850773,108.92824132321553,72.48834345806259,79.78915491685298,58.309518948453004,43.04648650006177
fear,123.13257404772182,99.97613339416688,73.6639027676146,74.9666481275434,49.9799959983992,35.510561809129406
fear,113.00556191949504,88.56115815140086,79.51836949458617,82.04001921252309,72.73238618387272,51.10772935672255
fear,130.17595841316887,103.55393313180485,82.2366105856963,88.35533905932738,63.06346010171025,51.42956348249516
fear,115.54125528250816,84.73428370200412,88.4682957019364,82.53140250485572,70.00714249274856,50.47771785649585
fear,110.99958758988873,89.12038954749846,70.48616693948028,79.44697427948753,55.036351623268054,36.40054944640259
fear,132.9453180227535,94.82711247131367,84.98032611765366,94.89114227315383,70.83078426785913,38.897300677553446
fear,140.13939003210731,128.02824579333353,97.19232643239857,78.42422818812231,79.05694150420949,56.60388679233962
fear,135.52223011383626,120.15294199275488,85.79669414681098,90.77708763999664,63.50590523722971,49.658836071740545
fear,147.62689653437133,112.61802430996602,94.36851512329059,95.6981842482214,63.15853069855251,45.221676218380054
fear,134.96705361217613,119.55144559873416,91.22670313973899,103.47782912571141,75.23961722390672,46.861498055439924
fear,142.82913094296217,113.29537983070875,81.19859981038243,86.95401404032157,61.40032573203501,42.80186911806539
fear,135.16703795925616,117.38373129215086,79.02935581050289,83.79039776810129,64.07027391856539,58.60034129593445
fear,110.42004905424487,96.07188650629087,81.71818508675048,87.00677788275048,76.24303246854758,52.69724850502159
fear,176.61383197361204,154.14253373880942,92.63658526697415,110.3075916831636,76.05918747922567,45.34313619501854
fear,124.17858394748714,90.47341119624112,85.80126901319878,84.27915254012464,59.481089431852205,50.08991914547278
fear,138.381634980967,117.41456395185944,65.29805824244161,84.95821125287114,51.97114584074513,39.824615503479755
fear,138.9750164357913,113.80382392230804,89.42063637033345,104.57147518085971,66.85057965343307,54.120236510939236
fear,137.8598203289251,114.8693675250374,88.69247124675209,105.06271740346685,67.80117993073571,57.271284253105414
fear,153.1197143291489,127.30585246292809,89.40034208946354,85.87572222095267,62.39390995922599,47.16990566028302
fear,135.21247549520686,108.44606494218593,86.74264062673062,86.4914937949167,67.11929677819934,51.42956348249516
fear,124.97115872641363,101.0943856479602,101.29275023089696,92.85087733041411,84.11896337925236,46.861498055439924
fear,115.14552593876766,93.71965590265897,68.73890051600544,71.91971286935669,50.32891812864648,39.66106403010388
fear,97.10093192433227,78.09667340246895,72.73806914603821,68.63895698658871,54.91812087098393,27.586228448267445
fear,137.62332230335176,115.26784894248966,85.09710892704601,96.81214647919413,73.24616030891995,64.47480127925948
fear,141.9184742419893,113.90800094933253,83.52975026364886,69.5394165546225,67.35725647619564,41.773197148410844
fear,124.17283500793235,104.66898062049188,75.31912944252923,78.61707356049874,58.180752831155424,42.43819034784589
fear,124.3360924945963,94.9677482630518,87.96721773819695,94.39817798825779,75.15317691222374,56.43580423808985
fear,143.52424917357226,120.13189019350929,87.15405134234052,101.94533351519581,65.55150646628954,49.73932046178355
fear,143.50283273860694,113.5960594854414,80.11202005385181,82.12309574248559,54.817880294662984,40.607881008493905
fear,151.96208705807874,116.11509820732273,82.97490495709894,93.13867994602504,66.64082832618455,50.99019513592785
fear,132.12525697393914,105.13684548402443,72.33549901306515,72.5848628367664,54.62600113499065,38.8329756778952
fear,130.9266386397685,102.47915827643503,72.0805100427104,74.69655529667415,57.4543296888929,49.64876634922564
fear,123.38971513537037,89.65017338014229,84.91560321294918,76.587594694949,61.61168720299745,46.04345773288535
fear,131.5375391254757,106.09761355577807,76.48681640488086,83.30188916406361,55.94640292279746,49.24428900898052
fear,126.24265630781582,94.26397524058737,85.49081057123354,112.36196011250826,77.93587107359485,63.52952069707436
fear,131.55817713423752,106.78404812180796,84.64192938077491,98.80383963244788,69.77105417004964,48.54894437575342
fear,129.2083386756212,99.80320420986445,76.48795919981342,78.88111361749748,52.55473337388365,38.07886552931954
fear,144.131367129616,121.38874334507177,83.06121510551392,91.73053883420826,70.51950084905593,48.02082881417188
fear,143.98739693304242,121.75180794937037,80.1609333898394,79.50469081943794,62.76941930590086,51.42956348249516
fear,133.6412817334218,101.25849164308121,87.55687160388013,86.96483209070581,62.16912416947821,49.09175083453431
fear,144.31945963604338,123.31215945915145,78.24076634462578,92.09812147559433,74.33034373659252,62.16912416947821
fear,132.91342614564778,102.00602708752513,75.75642699894343,86.13042344615268,57.697486947006624,46.61544808322666
fear,121.00334707267777,93.3873361157287,75.19025409588535,85.3138411774855,53.71219600798314,38.01315561749642
fear,110.14342818124928,87.52312245728092,79.4616823809373,83.81106572524891,61.09828148156051,43.56604182158393
fear,110.89053925263674,90.24534018851489,81.44521116912122,89.93016578982969,64.4980619863884,55.46169849544819
fear,116.52713713219046,92.35776829998608,74.45924374258158,79.55108796811962,53.16013544000805,34.20526275297414
fear,113.83717262083599,93.72703217421815,82.73959945018234,86.715133054988,76.32168761236873,52.43090691567332
fear,129.42741202468824,109.70106225111365,78.6751636061523,80.11967507038702,64.19501538281614,46.04345773288535
fear,114.85119723130111,84.04231391157292,84.96248802102401,92.29820972478473,67.4166151627327,60.92618484691127
fear,152.75053217314343,117.9113998969639,81.46802992586261,81.03451175613357,50.08991914547278,39.824615503479755
fear,145.11253957607568,133.80559922097046,87.93326890942228,90.302753041037,71.11961754677819,56.824290580701486
fear,131.1599963640358,97.1523360059791,87.13538454937759,86.97872549482912,78.0,55.21775076911409
joy,124.16374519330711,116.88962532336525,95.85055726926171,89.58868050456934,93.637599285757,61.29437168288782
joy,123.98803084172982,104.16560556545011,100.03221687080752,84.61441805336342,81.9084855189009,53.600373133029585
joy,118.4629434410843,103.29251026092419,101.55580872887414,89.8709995636187,92.65527507918802,61.220911460055866
joy,135.32149610383502,123.60472909017676,91.18155831001607,88.0538446348859,76.53757247260981,46.69047011971501
joy,136.50152282053028,127.4442602371349,97.02361434907951,89.47752489241077,90.44335243676011,56.85068161420758
joy,116.85870772786598,106.09759740874532,81.06676080841407,76.80210979940887,56.515484603779164,32.449961479175904
joy,99.53818416129798,95.95158157818052,70.51347506568058,62.02172886644267,66.85057965343307,44.40720662234904
joy,113.1537646128649,102.51171185880989,81.92326807549506,78.01698958582674,71.16881339463234,46.52956049652737
joy,92.74015149697654,82.83925247947737,69.33596534022807,76.57065139086686,61.35144660071187,39.824615503479755
joy,91.41841895976852,78.88703889951515,71.18490147588341,80.0068118709418,69.07966415668217,47.80167361086848
joy,90.40451733745097,86.775923264147,64.44378175626483,71.02603585128959,58.05170109479997,30.4138126514911
joy,101.31792192795348,88.28156488624722,65.86433969848966,58.43894517516139,63.56099432828282,43.41658669218482
joy,117.572298463924,113.26913177331609,75.77020755745316,68.54158406802568,69.07966415668217,49.09175083453431
joy,89.78124175038846,79.7071350270487,78.06813234096634,71.55088655302978,71.58910531638176,50.0
joy,90.66732041316902,75.46460766124977,74.99168719614843,55.383065613226066,58.180752831155424,40.607881008493905
joy,103.78256812899713,90.92586239854501,66.37584948052145,61.55460419812008,53.45091205957107,31.11269837220809
joy,108.06020267873586,104.14492209755699,67.43133006076138,73.7891934029302,63.324560795950255,39.20459156782532
joy,108.06020267873586,103.73793808824036,73.99658203135326,76.75715144701158,73.49829930005184,43.60045871318328
joy,102.09285844956023,88.87617359738977,66.02200526069645,69.59007641167646,58.240879114244144,36.235341863986875
joy,96.0284787375752,85.73600929863568,71.92430056746669,76.70912190400763,68.0294054067798,47.70744176750625
joy,138.73689562221384,117.35253876632544,86.97057550292607,82.10405388322278,65.79513659838392,49.64876634922564
joy,124.85294232689316,114.0017941015369,93.09198378331669,77.24594614487138,83.38465086573187,59.07622195096772
joy,119.80849480887858,114.66181115758324,109.28393501701207,98.33927786514255,99.45853407325085,66.88796603276258
joy,121.94441010848846,109.6575102649197,91.55539055232717,96.10665785742012,81.21576201698781,46.69047011971501
joy,121.02634563751953,109.46265506552551,91.51068706702446,98.36038370717992,88.25531145489205,58.52349955359813
joy,130.93265157998795,106.85119909583798,83.90611226708764,75.10979347103968,71.30918594402827,48.91829923454004
joy,125.22512722033254,107.84856404971262,90.33521406470479,77.01041553663121,80.62257748298549,56.08029957123981
joy,101.17803617890476,94.03068153483255,76.35168117880463,79.76859126656221,74.46475676452586,47.634021455258214
joy,114.18238461282317,96.63120266694388,94.36093933894841,88.90875684823449,79.07591289387686,45.27692569068709
joy,111.26413336441632,100.87859473017353,95.802491771411,89.23534186398687,89.69392398596462,65.5133574166368
joy,131.68843288205608,115.5377117379825,89.58564473930505,80.02222064419462,86.35392289873113,62.42595614005443
joy,141.70254437109188,126.51670669320029,90.87416262666025,82.3681552946998,76.55063683601855,43.93176527297759
joy,139.8233986086755,127.61573079583394,93.8026937224839,85.5269119345812,81.93289937503738,48.27007354458868
joy,125.95831791270595,104.49927499830727,97.28616830005332,87.51567449402151,81.30190649671138,44.40720662234904
joy,123.21428917539373,103.31544039456818,98.54067971787762,87.62041281301735,86.83317338436964,53.85164807134504
joy,120.43709501011617,115.23471657208597,86.83592184964755,101.72915259701404,84.01190391843289,43.139309220245984
joy,119.65064991266583,107.34696293298802,90.00909015790026,81.85160982673747,76.02631123499285,57.688820407423826
joy,107.86469622293943,79.14461770006436,70.3062471748551,73.72311083102949,59.135437767890075,39.408120990476064
joy,102.46311709667233,78.59966675455388,72.83606136418473,74.94415420555582,68.00735254367721,43.829214001622255
joy,111.66106865765055,95.41198279269379,79.56033057449434,79.3724124202627,69.8927750200262,44.68780594300866
joy,139.84705382819186,112.34265749245168,80.43877084395587,90.88000811790803,65.25335240430181,43.04648650006177
joy,133.84888229119852,111.50391900069597,82.4568628658609,91.90409994002624,75.58438992278762,49.92995093127971
joy,115.50946577872118,112.90820409761966,81.28161267342433,90.13907230309262,72.09022125087424,45.34313619501854
joy,116.50610442888546,113.87880854039481,84.45056353774694,87.20194556145641,77.07788269017254,49.51767361255979
joy,137.13839068976554,124.85646886009266,93.69131464028483,91.233591648872,92.11405973031478,64.41273166075166
joy,110.55996453900424,95.50927189635033,86.20258994761342,83.33019017472384,86.16263691415206,57.201398584300364
joy,123.68289755352205,112.12535228382242,85.32252286791115,77.83181811524629,71.8679344353238,43.840620433565945
joy,111.88020228370954,94.39051851428304,75.787883722334,66.85142463362622,57.97413216254298,31.827660925679098
joy,101.15276373672674,90.3859234184167,82.23503039573411,69.77627466772542,70.22819946431775,45.45327270945405
joy,142.0580513149683,113.69748915239765,91.98730339081456,88.9646761604107,68.6804193347711,46.22769732530488
joy,140.48379268508435,115.40054335313863,100.15996810374305,95.44444451591113,92.11405973031478,66.61080993352356
joy,131.3146731657331,109.41624774011268,75.92969573815752,76.41307836451878,65.73431371817918,38.2099463490856
joy,125.13613495193222,107.42255233306668,86.17020600182687,81.96742445529729,78.43468620451031,52.630789467763066
joy,148.20852989002424,124.05054903216481,100.64120508770844,86.10600576864312,73.7360156233031,50.60632371551998
joy,136.68344918488893,121.8527635093096,104.90128025691138,82.93539028240164,92.70382947861431,66.61080993352356
joy,125.07376150067064,117.77443416161927,82.6378964181032,73.43324873179209,60.166435825965294,33.97057550292606
joy,115.94768003513866,116.82415255987459,87.3261651126426,73.46169923976797,75.27283706623525,46.09772228646444
joy,120.06878844053394,105.03978000100989,77.8539444560216,78.6540770681454,70.09279563550022,42.44997055358225
joy,118.3160677372607,107.56908196510958,80.53565677218664,78.45570291023454,78.43468620451031,52.630789467763066
joy,110.922083149838,93.63559994455866,80.57847000637129,68.69011669166858,57.97413216254298,35.4682957019364
joy,118.21672868257791,109.78491026084306,80.23140862022969,64.16991927919658,63.324560795950255,39.6232255123179
joy,116.62310167082275,108.83196111939077,84.11593539104064,76.38386749973077,78.44743462982075,51.40038910358559
joy,121.28993017297921,104.6341638349841,76.14482300479487,78.62087126665915,61.032778078668514,41.677331968349414
joy,120.24956237008001,101.13099452410236,81.39597988120461,81.03452033626671,74.63243262818116,51.97114584074513
joy,131.8277621089422,110.52962431620197,81.20911669215963,82.17567828380683,71.47027354082255,43.01162633521314
joy,120.87384408586385,110.13187935278278,88.40588203494178,85.73734747445953,87.31551981177229,54.817880294662984
joy,143.96808021107827,129.8999113154963,78.73138948848984,77.62124273843705,81.02468759581859,56.4003546088143
joy,122.7819749357883,92.3880667320752,74.58831033201156,72.06328254333428,59.80802621722272,39.824615503479755
joy,102.34050373743081,99.5677609690353,90.32513480226649,76.6341272905481,83.21658488546619,53.75872022286245
joy,102.73032548032658,86.54068975353132,78.46440018604953,88.37433086275088,72.73238618387272,44.68780594300866
